,Year,Unnamed: 6,Unnamed: 12,Unnamed: 20
1312,2020.0,,,
1313,2020.0,,,
1314,2021.0,,,
1315,2017.0,,,
1316,2019.0,,,
1317,2022.0,,,
1318,,,,
1319,2021.0,,,
1320,2021.0,,,
1321,2021.0,,,
1322,2021.0,,,
1323,2022.0,,,
1324,2021.0,,,
1325,2021.0,,,
1326,2018.0,,,
1327,2020.0,,,
1328,,,,
1329,2019.0,,,
1330,,,,
1331,,,,
1332,2020.0,,,
1333,2020.0,,,
1334,2020.0,,,
1335,2018.0,,,
1336,,,,
1337,2016.0,,,
1338,2014.0,,,
1339,2017.0,,,
1340,2008.0,,,
1341,2020.0,,,
1342,2021.0,,,
1343,2001.0,,,
1344,2020.0,,,
1345,1995.0,,,
1346,2014.0,,,
1347,2020.0,,,
1348,2002.0,,,
1349,2021.0,,,
1350,2011.0,,,
1351,1991.0,,,
1352,1984.0,,,
1353,2019.0,,,
1354,2018.0,,,
1355,2021.0,,,
1356,2021.0,,,
1357,2019.0,,,
1358,1993.0,,,
1359,2018.0,,,
1360,2022.0,,,
1361,1988.0,,,
1362,2013.0,,,
1363,1992.0,,,
1364,1999.0,,,
1365,2021.0,,,
1366,2014.0,,,
1367,2021.0,,,
1368,2000.0,,,
1369,2016.0,,,
1370,2019.0,,,
1371,2021.0,,,
1372,2000.0,,,
1373,2022.0,,,
1374,2022.0,,,
1375,2021.0,,,
1376,2006.0,,,
1377,1963.0,,,
1378,2010.0,,,
1379,2000.0,,,
1380,2015.0,,,
1381,1997.0,,,
1382,2012.0,,,
1383,2011.0,,,
1384,2018.0,,,
1385,2016.0,,,
1386,2020.0,,,
1387,2015.0,,,
1388,1975.0,,,
1389,2009.0,,,
1390,2017.0,,,
1391,2004.0,,,
1392,2016.0,,,
1393,2019.0,,,
1394,2015.0,,,
1395,2017.0,,,
1396,2020.0,,,
1397,2018.0,,,
1398,2019.0,,,
1399,2000.0,,,
1400,1978.0,,,
1401,2014.0,,,
1402,2009.0,,,
1403,1980.0,,,
1404,2013.0,,,
1405,2022.0,,,
1406,2022.0,,,
1407,2022.0,,,
1408,2022.0,,,
1409,2020.0,,,
1410,2022.0,,,
1411,2009.0,,,
1412,2022.0,,,
1413,2022.0,,,
1414,2022.0,,,
1415,2019.0,,,
1416,2021.0,,,
1417,2015.0,,,
1418,1986.0,,,
1419,2011.0,,,
1420,2006.0,,,
1421,2007.0,,,
1422,1999.0,,,
1423,2018.0,,,
1424,2002.0,,,
1425,2021.0,,,
1426,2020.0,,,
1427,2022.0,,,
1428,2022.0,,,
1429,2022.0,,,
1430,2018.0,,,
1431,2022.0,,,
1432,1999.0,,,
1433,2001.0,,,
1434,2017.0,,,
1435,2018.0,,,
1436,2020.0,,,
1437,2019.0,,,
1438,2019.0,,,
1439,2020.0,,,
1440,1984.0,,,
1441,2021.0,,,
1442,2021.0,,,
1443,1993.0,,,
1444,2018.0,,,
1445,2018.0,,,
1446,2016.0,,,
1447,2019.0,,,
1448,2017.0,,,
1449,2018.0,,,
1450,2017.0,,,
1451,2020.0,,,
1452,2022.0,,,
1453,2022.0,,,
1454,2022.0,,,
1455,2021.0,,,
1456,2022.0,,,
1457,2022.0,,,
1458,2021.0,,,
1459,2022.0,,,
1460,2022.0,,,
1461,2022.0,,,
1462,2022.0,,,
1463,2021.0,,,
1464,2022.0,,,
1465,2021.0,,,
1466,2021.0,,,
1467,2021.0,,,
1468,2022.0,,,
1469,2022.0,,,
1470,2021.0,,,
1471,2021.0,,,
1472,2022.0,,,
1473,2019.0,,,
1474,2021.0,,,
1475,2018.0,,,
1476,2022.0,,,
1477,2022.0,,,
1478,2022.0,,,
1479,2022.0,,,
1480,2022.0,,,
1481,2022.0,,,
1482,2022.0,,,
1483,2021.0,,,
1484,2020.0,,,
1485,2004.0,,,
1486,2000.0,,,
1487,2001.0,,,
1488,1998.0,,,
1489,1999.0,,,
1490,1983.0,,,
1491,2012.0,,,
1492,2012.0,,,
1493,1993.0,,,
1494,2004.0,,,
1495,2016.0,,,
1496,2021.0,,,
1497,2019.0,,,
1498,2009.0,,,
1499,2007.0,,,
1500,2003.0,,,
1501,1998.0,,,
1502,2017.0,,,
1503,2015.0,,,
1504,2017.0,,,
1505,2017.0,,,
1506,2018.0,,,
1507,2012.0,,,
1508,2000.0,,,
1509,2001.0,,,
1510,2020.0,,,
1511,2021.0,,,
1512,2014.0,,,
1513,2018.0,,,
1514,2017.0,,,
1515,2014.0,,,
1516,2016.0,,,
1517,2018.0,,,
1518,2012.0,,,
1519,2019.0,,,
1520,2010.0,,,
1521,2019.0,,,
1522,1996.0,,,
1523,2019.0,,,
1524,2008.0,,,
1525,2016.0,,,
1526,2018.0,,,
1527,2022.0,,,
1528,2020.0,,,
1529,2019.0,,,
1530,2015.0,,,
1531,2020.0,,,
1532,2019.0,,,
1533,2020.0,,,
1534,2021.0,,,
1535,2009.0,,,
1536,2019.0,,,
1537,2020.0,,,
1538,2015.0,,,
1539,2016.0,,,
1540,2021.0,,,
1541,2018.0,,,
1542,2016.0,,,
1543,2019.0,,,
1544,2019.0,,,
1545,2018.0,,,
1546,2017.0,,,
1547,2019.0,,,
1548,2018.0,,,
1549,2018.0,,,
1550,2006.0,,,
1551,2020.0,,,
1552,2004.0,,,
1553,2018.0,,,
1554,2020.0,,,
1555,2018.0,,,
1556,2008.0,,,
1557,2021.0,,,
1558,2014.0,,,
1559,2018.0,,,
1560,2013.0,,,
1561,2004.0,,,
1562,1980.0,,,
1563,2004.0,,,
1564,2017.0,,,
1565,2005.0,,,
1566,2011.0,,,
1567,2019.0,,,
1568,2021.0,,,
1569,2018.0,,,
1570,1997.0,,,
1571,2007.0,,,
1572,2019.0,,,
1573,2020.0,,,
1574,2018.0,,,
1575,2018.0,,,
1576,2021.0,,,
1577,2017.0,,,
1578,2011.0,,,
1579,2008.0,,,
1580,2021.0,,,
1581,2018.0,,,
1582,2005.0,,,
1583,2021.0,,,
1584,2013.0,,,
1585,2005.0,,,
1586,2021.0,,,
1587,2018.0,,,
1588,1995.0,,,
1589,2020.0,,,
1590,2015.0,,,
1591,2019.0,,,
1592,2020.0,,,
1593,2020.0,,,
1594,2003.0,,,
1595,2008.0,,,
1596,2014.0,,,
1597,1990.0,,,
1598,2015.0,,,
1599,2021.0,,,
1600,2021.0,,,
1601,2020.0,,,
1602,2018.0,,,
1603,2020.0,,,
1604,2019.0,,,
1605,2022.0,,,
1606,2020.0,,,
1607,2019.0,,,
1608,2020.0,,,
1609,2021.0,,,
1610,2021.0,,,
1611,2019.0,,,
1612,2020.0,,,
1613,2021.0,,,
1614,2021.0,,,
1615,2020.0,,,
1616,2021.0,,,
1617,2010.0,,,
1618,2020.0,,,
1619,2017.0,,,
1620,2012.0,,,
1621,2019.0,,,
1622,2016.0,,,
1623,2015.0,,,
1624,2020.0,,,
1625,2019.0,,,
1626,2020.0,,,
1627,2021.0,,,
1628,2016.0,,,
1629,2022.0,,,
1630,2017.0,,,
1631,2020.0,,,
1632,2014.0,,,
1633,2015.0,,,
1634,2020.0,,,
1635,2020.0,,,
1636,2022.0,,,
1637,2019.0,,,
1638,1994.0,,,
1639,2020.0,,,
1640,2022.0,,,
1641,2011.0,,,
1642,2022.0,,,
1643,2022.0,,,
1644,2022.0,,,
1645,2022.0,,,
1646,2022.0,,,
1647,2022.0,,,
1648,2022.0,,,
1649,2022.0,,,
1650,2022.0,,,
1651,2022.0,,,
1652,2021.0,,,
1653,2022.0,,,
1654,2022.0,,,
1655,2021.0,,,
1656,2022.0,,,
1657,2021.0,,,
1658,2021.0,,,
1659,2021.0,,,
1660,2022.0,,,
1661,2021.0,,,
1662,2019.0,,,
1663,2021.0,,,
1664,2016.0,,,
1665,2020.0,,,
1666,2021.0,,,
1667,1996.0,,,
1668,2021.0,,,
1669,2015.0,,,
1670,2021.0,,,
1671,2020.0,,,
1672,2021.0,,,
1673,2018.0,,,
1674,2006.0,,,
1675,2005.0,,,
1676,2020.0,,,
1677,2013.0,,,
1678,1999.0,,,
1679,2012.0,,,
1680,2008.0,,,
1681,2016.0,,,
1682,2021.0,,,
1683,2011.0,,,
1684,2015.0,,,
1685,2001.0,,,
1686,2009.0,,,
1687,2004.0,,,
1688,2010.0,,,
1689,2012.0,,,
1690,2011.0,,,
1691,2007.0,,,
1692,2010.0,,,
1693,2011.0,,,
1694,2022.0,,,
1695,2016.0,,,
1696,2019.0,,,
1697,2019.0,,,
1698,2005.0,,,
1699,2020.0,,,
1700,2018.0,,,
1701,2018.0,,,
1702,2010.0,,,
1703,2011.0,,,
1704,2020.0,,,
1705,2012.0,,,
1706,2016.0,,,
1707,2021.0,,,
1708,2003.0,,,
1709,2018.0,,,
1710,2022.0,,,
1711,2009.0,,,
1712,2021.0,,,
1713,2003.0,,,
1714,2022.0,,,
1715,2022.0,,,
1716,2022.0,,,
1717,2022.0,,,
1718,2022.0,,,
1719,2020.0,,,
1720,2022.0,,,
1721,2022.0,,,
1722,2019.0,,,
1723,2020.0,,,
1724,2022.0,,,
1725,2013.0,,,
1726,2007.0,,,
1727,2006.0,,,
1728,2019.0,,,
1729,2014.0,,,
1730,2020.0,,,
1731,2019.0,,,
1732,2021.0,,,
1733,2019.0,,,
1734,2020.0,,,
1735,2004.0,,,
1736,2013.0,,,
1737,2021.0,,,
1738,2007.0,,,
1739,2021.0,,,
1740,2004.0,,,
1741,2021.0,,,
1742,2006.0,,,
1743,2012.0,,,
1744,2006.0,,,
1745,2010.0,,,
1746,2008.0,,,
1747,2018.0,,,
1748,2009.0,,,
1749,2020.0,,,
1750,2019.0,,,
1751,2013.0,,,
1752,2013.0,,,
1753,2021.0,,,
1754,2008.0,,,
1755,2021.0,,,
1756,2019.0,,,
1757,2020.0,,,
1758,2021.0,,,
1759,2020.0,,,
1760,2015.0,,,
1761,2017.0,,,
1762,2017.0,,,
1763,2020.0,,,
1764,2018.0,,,
1765,2020.0,,,
1766,2017.0,,,
1767,2014.0,,,
1768,2021.0,,,
1769,2018.0,,,
1770,2016.0,,,
1771,2019.0,,,
1772,2022.0,,,
1773,2010.0,,,
1774,1998.0,,,
1775,2021.0,,,
1776,2020.0,,,
1777,2020.0,,,
1778,2022.0,,,
1779,2015.0,,,
1780,2017.0,,,
1781,2019.0,,,
1782,2010.0,,,
1783,2020.0,,,
1784,2016.0,,,
1785,2008.0,,,
1786,2018.0,,,
1787,2016.0,,,
1788,2008.0,,,
1789,2014.0,,,
1790,,,,
1791,2006.0,,,
1792,2018.0,,,
1793,2021.0,,,
1794,2019.0,,,
1795,2011.0,,,
1796,2004.0,,,
1797,2003.0,,,
1798,2009.0,,,
1799,2020.0,,,
1800,2011.0,,,
1801,2020.0,,,
1802,2021.0,,,
1803,2018.0,,,
1804,2020.0,,,
1805,2001.0,,,
1806,2009.0,,,
1807,2008.0,,,
1808,1995.0,,,
1809,2019.0,,,
1810,2017.0,,,
1811,2020.0,,,
1812,2019.0,,,
1813,2019.0,,,
1814,2022.0,,,
1815,2019.0,,,
1816,2022.0,,,
1817,2021.0,,,
1818,2008.0,,,
1819,2022.0,,,
1820,2022.0,,,
1821,2022.0,,,
1822,2004.0,,,
1823,2021.0,,,
1824,2017.0,,,
1825,2021.0,,,
1826,2008.0,,,
1827,2001.0,,,
1828,1995.0,,,
1829,2003.0,,,
1830,2022.0,,,
1831,2022.0,,,
1832,2022.0,,,
1833,2021.0,,,
1834,2022.0,,,
1835,2021.0,,,
1836,2022.0,,,
1837,2022.0,,,
1838,2021.0,,,
1839,2021.0,,,
1840,2021.0,,,
1841,2020.0,,,
1842,2021.0,,,
1843,2011.0,,,
1844,2005.0,,,
1845,2011.0,,,
1846,2020.0,,,
1847,2018.0,,,
1848,2004.0,,,
1849,1993.0,,,
1850,2019.0,,,
1851,2017.0,,,
1852,2019.0,,,
1853,2021.0,,,
1854,2019.0,,,
1855,2020.0,,,
1856,1998.0,,,
1857,2019.0,,,
1858,2018.0,,,
1859,2018.0,,,
1860,2018.0,,,
1861,2017.0,,,
1862,2015.0,,,
1863,2020.0,,,
1864,2006.0,,,
1865,2013.0,,,
1866,2017.0,,,
1867,2006.0,,,
1868,2019.0,,,
1869,2010.0,,,
1870,2016.0,,,
1871,2017.0,,,
1872,2021.0,,,
1873,1996.0,,,
1874,2011.0,,,
1875,2012.0,,,
1876,2016.0,,,
1877,2001.0,,,
1878,2017.0,,,
1879,2020.0,,,
1880,2004.0,,,
1881,2013.0,,,
1882,2014.0,,,
1883,2004.0,,,
1884,2020.0,,,
1885,2019.0,,,
1886,2020.0,,,
1887,2014.0,,,
1888,2019.0,,,
1889,2013.0,,,
1890,2021.0,,,
1891,2020.0,,,
1892,2017.0,,,
1893,2020.0,,,
1894,2001.0,,,
1895,2020.0,,,
1896,2018.0,,,
1897,2007.0,,,
1898,2010.0,,,
1899,1994.0,,,
1900,2001.0,,,
1901,2008.0,,,
1902,2020.0,,,
1903,2006.0,,,
1904,1999.0,,,
1905,2019.0,,,
1906,2013.0,,,
1907,2019.0,,,
1908,2005.0,,,
1909,2018.0,,,
1910,2017.0,,,
1911,2018.0,,,
1912,2021.0,,,
1913,2006.0,,,
1914,2019.0,,,
1915,2020.0,,,
1916,2021.0,,,
1917,2020.0,,,
1918,2016.0,,,
1919,2020.0,,,
1920,2018.0,,,
1921,2021.0,,,
1922,1994.0,,,
1923,2021.0,,,
1924,2021.0,,,
1925,2019.0,,,
1926,2018.0,,,
1927,1999.0,,,
1928,2009.0,,,
1929,2019.0,,,
1930,2009.0,,,
1931,2021.0,,,
1932,2022.0,,,
1933,2009.0,,,
1934,2004.0,,,
1935,2020.0,,,
1936,2018.0,,,
1937,2021.0,,,
1938,2019.0,,,
1939,2021.0,,,
1940,2005.0,,,
1941,2020.0,,,
1942,2017.0,,,
1943,2019.0,,,
1944,2020.0,,,
1945,2017.0,,,
1946,2020.0,,,
1947,2019.0,,,
1948,2020.0,,,
1949,2018.0,,,
1950,2021.0,,,
1951,2017.0,,,
1952,2021.0,,,
1953,2006.0,,,
1954,2002.0,,,
1955,2017.0,,,
1956,2016.0,,,
1957,2010.0,,,
1958,2007.0,,,
1959,2020.0,,,
1960,2020.0,,,
1961,2020.0,,,
1962,2009.0,,,
1963,2020.0,,,
1964,2021.0,,,
1965,2011.0,,,
1966,2006.0,,,
1967,2017.0,,,
1968,2017.0,,,
1969,1979.0,,,
1970,2020.0,,,
1971,2020.0,,,
1972,2015.0,,,
1973,2014.0,,,
1974,2008.0,,,
1975,2021.0,,,
1976,1995.0,,,
1977,2002.0,,,
1978,2008.0,,,
1979,2010.0,,,
1980,2021.0,,,
1981,2016.0,,,
1982,2003.0,,,
1983,2020.0,,,
1984,2016.0,,,
1985,2018.0,,,
1986,2020.0,,,
1987,2014.0,,,
1988,2012.0,,,
1989,2018.0,,,
1990,2021.0,,,
1991,2021.0,,,
1992,2018.0,,,
1993,2022.0,,,
1994,2021.0,,,
1995,2022.0,,,
1996,2021.0,,,
1997,2021.0,,,
1998,2021.0,,,
1999,2013.0,,,
2000,2018.0,,,
2001,2013.0,,,
2002,2017.0,,,
2003,2022.0,,,
2004,2016.0,,,
2005,2019.0,,,
2006,2018.0,,,
2007,1984.0,,,
2008,2007.0,,,
2009,2022.0,,,
2010,2022.0,,,
2011,2002.0,,,
2012,2015.0,,,
2013,2017.0,,,
2014,2019.0,,,
2015,2021.0,,,
2016,2013.0,,,
2017,2018.0,,,
2018,2017.0,,,
2019,1994.0,,,
2020,2018.0,,,
2021,2019.0,,,
2022,2005.0,,,
2023,2017.0,,,
2024,2021.0,,,
2025,2021.0,,,
2026,2021.0,,,
2027,2021.0,,,
2028,2021.0,,,
2029,2021.0,,,
2030,2021.0,,,
2031,2014.0,,,
2032,2020.0,,,
2033,1984.0,,,
2034,2012.0,,,
2035,2019.0,,,
2036,2017.0,,,
2037,2018.0,,,
2038,2005.0,,,
2039,2016.0,,,
2040,2017.0,,,
2041,2018.0,,,
2042,2009.0,,,
2043,2019.0,,,
2044,2021.0,,,
2045,2020.0,,,
2046,2014.0,,,
2047,2018.0,,,
2048,2018.0,,,
2049,2020.0,,,
2050,2006.0,,,
2051,2010.0,,,
2052,2019.0,,,
2053,2021.0,,,
2054,2018.0,,,
2055,2016.0,,,
2056,2021.0,,,
2057,2017.0,,,
2058,2019.0,,,
2059,2021.0,,,
2060,2020.0,,,
2061,2019.0,,,
2062,2020.0,,,
2063,2020.0,,,
2064,2020.0,,,
2065,2018.0,,,
2066,2020.0,,,
2067,2020.0,,,
2068,2013.0,,,
2069,2019.0,,,
2070,2018.0,,,
2071,2020.0,,,
2072,2017.0,,,
2073,2021.0,,,
2074,2016.0,,,
2075,2019.0,,,
2076,2018.0,,,
2077,2021.0,,,
2078,2019.0,,,
2079,2020.0,,,
2080,2020.0,,,
2081,2004.0,,,
2082,2018.0,,,
2083,1994.0,,,
2084,2020.0,,,
2085,2008.0,,,
2086,2001.0,,,
2087,2019.0,,,
2088,2019.0,,,
2089,2021.0,,,
2090,2009.0,,,
2091,2004.0,,,
2092,2010.0,,,
2093,2017.0,,,
2094,2018.0,,,
2095,2017.0,,,
2096,2016.0,,,
2097,2017.0,,,
2098,2017.0,,,
2099,1993.0,,,
2100,2007.0,,,
2101,2009.0,,,
2102,2018.0,,,
2103,2005.0,,,
2104,2009.0,,,
2105,2016.0,,,
2106,2020.0,,,
2107,2019.0,,,
2108,2007.0,,,
2109,2018.0,,,
2110,1989.0,,,
2111,1954.0,,,
2112,1986.0,,,
2113,2022.0,,,
2114,2022.0,,,
2115,2022.0,,,
2116,2022.0,,,
2117,2022.0,,,
2118,2022.0,,,
2119,2022.0,,,
2120,2022.0,,,
2121,2021.0,,,
2122,2022.0,,,
2123,2022.0,,,
2124,2021.0,,,
2125,2022.0,,,
2126,2021.0,,,
2127,2022.0,,,
2128,2022.0,,,
2129,2022.0,,,
2130,2021.0,,,
2131,2022.0,,,
2132,2022.0,,,
2133,2021.0,,,
2134,2022.0,,,
2135,2022.0,,,
2136,2022.0,,,
2137,2021.0,,,
2138,2022.0,,,
2139,2021.0,,,
2140,2022.0,,,
2141,2020.0,,,
2142,2021.0,,,
2143,2016.0,,,
2144,2020.0,,,
2145,2019.0,,,
2146,2016.0,,,
2147,2021.0,,,
2148,2008.0,,,
2149,2020.0,,,
2150,2005.0,,,
2151,1996.0,,,
2152,2021.0,,,
2153,2015.0,,,
2154,2011.0,,,
2155,2020.0,,,
2156,2001.0,,,
2157,2021.0,,,
2158,2006.0,,,
2159,2015.0,,,
2160,2012.0,,,
2161,2008.0,,,
2162,1999.0,,,
2163,2021.0,,,
2164,2012.0,,,
2165,2011.0,,,
2166,2016.0,,,
2167,2018.0,,,
2168,2010.0,,,
2169,2021.0,,,
2170,2020.0,,,
2171,2020.0,,,
2172,2007.0,,,
2173,2011.0,,,
2174,2009.0,,,
2175,2015.0,,,
2176,2010.0,,,
2177,2018.0,,,
2178,2004.0,,,
2179,2022.0,,,
2180,2020.0,,,
2181,2022.0,,,
2182,2020.0,,,
2183,2022.0,,,
2184,2022.0,,,
2185,2022.0,,,
2186,2021.0,,,
2187,2022.0,,,
2188,2022.0,,,
2189,2013.0,,,
2190,2021.0,,,
2191,2021.0,,,
2192,2020.0,,,
2193,2022.0,,,
2194,2018.0,,,
2195,2009.0,,,
2196,2013.0,,,
2197,2011.0,,,
2198,2006.0,,,
2199,2013.0,,,
2200,2007.0,,,
2201,2004.0,,,
2202,2019.0,,,
2203,2007.0,,,
2204,2017.0,,,
2205,2021.0,,,
2206,2006.0,,,
2207,2018.0,,,
2208,2019.0,,,
2209,2014.0,,,
2210,2020.0,,,
2211,2016.0,,,
2212,2019.0,,,
2213,2012.0,,,
2214,2011.0,,,
2215,2018.0,,,
2216,2020.0,,,
2217,2016.0,,,
2218,2018.0,,,
2219,2008.0,,,
2220,2018.0,,,
2221,2020.0,,,
2222,2003.0,,,
2223,2021.0,,,
2224,2009.0,,,
2225,2020.0,,,
2226,1996.0,,,
2227,2011.0,,,
2228,2016.0,,,
2229,2018.0,,,
2230,2013.0,,,
2231,2011.0,,,
2232,2017.0,,,
2233,2017.0,,,
2234,2020.0,,,
2235,2017.0,,,
2236,2019.0,,,
2237,2005.0,,,
2238,2019.0,,,
2239,2013.0,,,
2240,2008.0,,,
2241,2017.0,,,
2242,2013.0,,,
2243,2011.0,,,
2244,1999.0,,,
2245,1995.0,,,
2246,2020.0,,,
2247,2008.0,,,
2248,2020.0,,,
2249,2019.0,,,
2250,2010.0,,,
2251,2003.0,,,
2252,2000.0,,,
2253,2021.0,,,
2254,2011.0,,,
2255,2002.0,,,
2256,1994.0,,,
2257,2004.0,,,
2258,2019.0,,,
2259,2010.0,,,
2260,1996.0,,,
2261,2016.0,,,
2262,2018.0,,,
2263,2008.0,,,
2264,2015.0,,,
2265,2019.0,,,
2266,2019.0,,,
2267,2021.0,,,
2268,2019.0,,,
2269,2019.0,,,
2270,2018.0,,,
2271,2020.0,,,
2272,2019.0,,,
2273,2006.0,,,
2274,2018.0,,,
2275,2015.0,,,
2276,2018.0,,,
2277,2018.0,,,
2278,2021.0,,,
2279,2019.0,,,
2280,2018.0,,,
2281,2017.0,,,
2282,2016.0,,,
2283,2019.0,,,
2284,2019.0,,,
2285,2018.0,,,
2286,2012.0,,,
2287,2020.0,,,
2288,2021.0,,,
2289,2013.0,,,
2290,2021.0,,,
2291,2011.0,,,
2292,2007.0,,,
2293,2010.0,,,
2294,2020.0,,,
2295,2020.0,,,
2296,2021.0,,,
2297,2009.0,,,
2298,2018.0,,,
2299,2020.0,,,
2300,2019.0,,,
2301,2006.0,,,
2302,2011.0,,,
2303,2017.0,,,
2304,2020.0,,,
2305,2013.0,,,
2306,2020.0,,,
2307,2022.0,,,
2308,2013.0,,,
2309,2016.0,,,
2310,2015.0,,,
2311,1998.0,,,
2312,2016.0,,,
2313,2017.0,,,
2314,2003.0,,,
2315,2001.0,,,
2316,2017.0,,,
2317,2018.0,,,
2318,2018.0,,,
2319,2012.0,,,
2320,2018.0,,,
2321,2017.0,,,
2322,2020.0,,,
2323,2012.0,,,
2324,2000.0,,,
2325,2014.0,,,
2326,2021.0,,,
2327,2020.0,,,
2328,2019.0,,,
2329,2011.0,,,
2330,2015.0,,,
2331,2001.0,,,
2332,2018.0,,,
2333,2011.0,,,
2334,2001.0,,,
2335,2013.0,,,
2336,2019.0,,,
2337,2012.0,,,
2338,2007.0,,,
2339,2009.0,,,
2340,2016.0,,,
2341,1997.0,,,
2342,2009.0,,,
2343,2017.0,,,
2344,2015.0,,,
2345,2007.0,,,
2346,2016.0,,,
2347,2019.0,,,
2348,2014.0,,,
2349,2019.0,,,
2350,2005.0,,,
2351,2013.0,,,
2352,2020.0,,,
2353,2020.0,,,
2354,2001.0,,,
2355,2012.0,,,
2356,2021.0,,,
2357,2004.0,,,
2358,2017.0,,,
2359,2016.0,,,
2360,2018.0,,,
2361,2020.0,,,
2362,2021.0,,,
2363,2016.0,,,
2364,2020.0,,,
2365,2013.0,,,
2366,2021.0,,,
2367,2018.0,,,
2368,2013.0,,,
2369,2021.0,,,
2370,2022.0,,,
2371,2019.0,,,
2372,2022.0,,,
2373,2020.0,,,
2374,2016.0,,,
2375,2017.0,,,
2376,2020.0,,,
2377,2018.0,,,
2378,2019.0,,,
2379,2019.0,,,
2380,2014.0,,,
2381,2017.0,,,
2382,2021.0,,,
2383,2017.0,,,
2384,2018.0,,,
2385,2020.0,,,
2386,2020.0,,,
2387,2022.0,,,
2388,2020.0,,,
2389,2009.0,,,
2390,2005.0,,,
2391,2021.0,,,
2392,2020.0,,,
2393,2021.0,,,
2394,2014.0,,,
2395,2019.0,,,
2396,2021.0,,,
2397,2020.0,,,
2398,2016.0,,,
2399,2019.0,,,
2400,2018.0,,,
2401,2021.0,,,
2402,2022.0,,,
2403,2021.0,,,
2404,2019.0,,,
2405,2020.0,,,
2406,2021.0,,,
2407,2018.0,,,
2408,2017.0,,,
2409,2018.0,,,
2410,2018.0,,,
2411,2018.0,,,
2412,2018.0,,,
2413,2020.0,,,
2414,2021.0,,,
2415,2020.0,,,
2416,2011.0,,,
2417,2004.0,,,
2418,2021.0,,,
2419,2018.0,,,
2420,2018.0,,,
2421,2018.0,,,
2422,2016.0,,,
2423,2019.0,,,
2424,2006.0,,,
2425,2018.0,,,
2426,2019.0,,,
2427,2018.0,,,
2428,2021.0,,,
2429,2018.0,,,
2430,2020.0,,,
2431,2020.0,,,
2432,2019.0,,,
2433,2021.0,,,
2434,2020.0,,,
2435,2019.0,,,
2436,2020.0,,,
2437,2021.0,,,
2438,2022.0,,,
2439,2017.0,,,
2440,2018.0,,,
2441,2005.0,,,
2442,2021.0,,,
2443,2019.0,,,
2444,2019.0,,,
2445,1994.0,,,
2446,2020.0,,,
2447,2014.0,,,
2448,2020.0,,,
2449,2005.0,,,
2450,2020.0,,,
2451,2021.0,,,
2452,2015.0,,,
2453,2014.0,,,
2454,2017.0,,,
2455,2021.0,,,
2456,2017.0,,,
2457,2020.0,,,
2458,2017.0,,,
2459,2018.0,,,
2460,2017.0,,,
2461,2018.0,,,
2462,2014.0,,,
2463,2016.0,,,
2464,2015.0,,,
2465,2018.0,,,
2466,2019.0,,,
2467,2017.0,,,
2468,2019.0,,,
2469,2019.0,,,
2470,2021.0,,,
2471,2019.0,,,
2472,2020.0,,,
2473,2016.0,,,
2474,2018.0,,,
2475,2013.0,,,
2476,2005.0,,,
2477,2018.0,,,
2478,2020.0,,,
2479,2019.0,,,
2480,1997.0,,,
2481,2018.0,,,
2482,2000.0,,,
2483,2009.0,,,
2484,2020.0,,,
2485,2022.0,,,
2486,2022.0,,,
2487,2020.0,,,
2488,2022.0,,,
2489,2020.0,,,
2490,2022.0,,,
2491,2022.0,,,
2492,2022.0,,,
2493,2022.0,,,
2494,2022.0,,,
2495,2022.0,,,
2496,2022.0,,,
2497,2022.0,,,
2498,2021.0,,,
2499,2012.0,,,
2500,2020.0,,,
2501,2022.0,,,
2502,2021.0,,,
2503,2017.0,,,
2504,2021.0,,,
2505,2021.0,,,
2506,2022.0,,,
2507,2022.0,,,
2508,2021.0,,,
2509,2022.0,,,
2510,2022.0,,,
2511,2020.0,,,
2512,2019.0,,,
2513,2019.0,,,
2514,2020.0,,,
2515,2019.0,,,
2516,2022.0,,,
2517,2022.0,,,
2518,2017.0,,,
2519,2017.0,,,
2520,2021.0,,,
2521,2015.0,,,
2522,2019.0,,,
2523,2020.0,,,
2524,2020.0,,,
2525,2019.0,,,
2526,2019.0,,,
2527,2021.0,,,
2528,2019.0,,,
2529,2015.0,,,
2530,2019.0,,,
2531,2019.0,,,
2532,2018.0,,,
2533,2013.0,,,
2534,2020.0,,,
2535,2017.0,,,
2536,2022.0,,,
2537,2020.0,,,
2538,2019.0,,,
2539,1998.0,,,
2540,2016.0,,,
2541,2017.0,,,
2542,2016.0,,,
2543,2018.0,,,
2544,2021.0,,,
2545,2021.0,,,
2546,2019.0,,,
2547,2020.0,,,
2548,1977.0,,,
2549,2018.0,,,
2550,2021.0,,,
2551,2019.0,,,
2552,2019.0,,,
2553,2017.0,,,
2554,2017.0,,,
2555,2019.0,,,
2556,2018.0,,,
2557,2021.0,,,
2558,2021.0,,,
2559,2021.0,,,
2560,2021.0,,,
2561,2020.0,,,
2562,2016.0,,,
2563,2018.0,,,
2564,2019.0,,,
2565,2021.0,,,
2566,2022.0,,,
2567,2021.0,,,
2568,2020.0,,,
2569,2021.0,,,
2570,2019.0,,,
2571,2020.0,,,
2572,2019.0,,,
2573,2018.0,,,
2574,2019.0,,,
2575,2016.0,,,
2576,2021.0,,,
2577,2017.0,,,
2578,2021.0,,,
2579,2018.0,,,
2580,2021.0,,,
2581,2020.0,,,
2582,2019.0,,,
2583,2018.0,,,
